ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
467080,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,A
461270,Male,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_3,A
463406,Male,No,33,No,Marketing,0.0,Low,4.0,Cat_3,C
462992,Female,Yes,56,Yes,Engineer,,High,3.0,Cat_3,B
467767,Female,No,23,No,Marketing,4.0,Low,4.0,Cat_6,D
462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
460834,Male,Yes,25,No,Doctor,1.0,Low,2.0,Cat_1,A
467742,Male,Yes,59,Yes,Artist,4.0,High,4.0,Cat_6,B
459414,Female,No,39,Yes,,8.0,Low,,Cat_6,C
466426,Female,No,25,Yes,Engineer,,Low,2.0,Cat_3,A
461263,Female,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_4,A
467813,Male,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_4,A
467493,Male,Yes,47,Yes,Executive,1.0,High,4.0,,B
464460,Female,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
464721,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_6,B
466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
462246,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
460270,Male,No,42,Yes,Doctor,9.0,Low,1.0,Cat_6,B
461047,Female,,18,No,Healthcare,1.0,Average,3.0,Cat_7,D
462838,Female,Yes,32,Yes,Homemaker,0.0,Low,3.0,Cat_5,B
459256,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,B
463689,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
463736,Male,Yes,48,No,Entertainment,,Average,5.0,Cat_6,C
460194,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_2,D
459897,Female,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C
461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
466082,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
464771,Female,Yes,47,No,Engineer,8.0,Average,5.0,Cat_4,B
464416,Male,Yes,38,Yes,Artist,1.0,Low,6.0,Cat_6,A
460124,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A
464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,C
461879,Male,Yes,37,Yes,Executive,0.0,Average,3.0,Cat_4,B
461258,Female,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_4,C
464179,Female,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_6,C
467859,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,C
466650,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_4,D
464937,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_4,D
465980,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A
464514,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_7,A
463133,Male,Yes,47,No,Artist,1.0,Average,4.0,Cat_6,C
466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,A
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
465471,Male,Yes,43,Yes,Artist,0.0,Low,1.0,Cat_6,B
463175,Female,,40,No,Engineer,1.0,Low,4.0,Cat_3,A
462173,Male,Yes,89,Yes,Executive,3.0,Low,3.0,Cat_6,A
462242,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_1,D
464224,Male,Yes,65,No,Engineer,1.0,High,2.0,Cat_6,B
465307,Female,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4,B
466585,Male,No,18,No,Marketing,1.0,Low,4.0,Cat_1,D
466277,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_3,D
459736,Female,Yes,28,Yes,Artist,0.0,Low,2.0,Cat_6,A
467542,Male,No,30,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C
463964,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
463606,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_2,C
467521,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,D
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,,A
460499,Female,,58,No,Marketing,14.0,High,6.0,Cat_3,D
459031,Male,Yes,43,No,Executive,1.0,High,5.0,Cat_4,B
465394,Male,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,B
467531,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
459692,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C
464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6,C
466818,Male,Yes,82,No,Executive,0.0,High,2.0,Cat_6,B
462425,Male,No,35,Yes,Doctor,3.0,Low,1.0,Cat_6,A
465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,Cat_6,D
461525,Male,Yes,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
465525,Female,Yes,38,Yes,Healthcare,3.0,Average,3.0,Cat_2,D
460959,Female,No,28,No,Artist,5.0,Low,5.0,Cat_3,C
460957,Male,Yes,48,Yes,Entertainment,1.0,Low,,Cat_4,B
460077,Female,No,32,Yes,Artist,,Low,1.0,Cat_6,A
459465,Female,Yes,27,Yes,Entertainment,3.0,Low,5.0,Cat_6,B
463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B
459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
462699,Female,Yes,61,Yes,Lawyer,,High,4.0,Cat_2,B
463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,C
462573,Male,Yes,59,Yes,Artist,0.0,Average,6.0,Cat_4,B
463149,Male,Yes,60,Yes,Artist,3.0,Average,2.0,Cat_6,C
459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
465731,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_4,A
461557,Male,No,38,Yes,Artist,6.0,Low,4.0,Cat_2,A
460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
462558,Female,No,33,Yes,Engineer,0.0,Low,6.0,Cat_6,D
461375,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2,D
463080,Male,No,32,No,Artist,0.0,Low,4.0,Cat_5,D
465374,Male,Yes,37,Yes,Entertainment,1.0,Average,3.0,Cat_4,C
461019,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D
462663,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4,B
465062,Male,Yes,56,No,Executive,0.0,High,4.0,Cat_6,B
460706,Female,No,27,No,Engineer,6.0,Low,6.0,Cat_4,D
465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,A
460213,Male,Yes,40,Yes,Entertainment,5.0,Low,1.0,Cat_6,D
466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,B
466127,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A
462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D
464561,Female,No,48,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
466130,Female,No,27,No,Artist,0.0,Low,6.0,Cat_6,D
461607,Female,Yes,40,Yes,Entertainment,7.0,Average,2.0,Cat_3,B
462597,Male,Yes,29,No,Healthcare,,Low,4.0,Cat_4,A
464696,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,A
465736,Female,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,B
466328,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_3,C
465252,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_3,D
467735,Male,No,26,Yes,Doctor,1.0,Low,2.0,Cat_6,A
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
460605,Male,Yes,33,Yes,Doctor,9.0,Average,2.0,Cat_4,D
460742,Male,No,52,Yes,Artist,0.0,Low,3.0,Cat_6,B
463409,Female,Yes,43,No,Entertainment,7.0,Average,5.0,Cat_2,B
467252,Female,No,33,Yes,,0.0,Low,4.0,,D
460159,Female,No,18,No,Entertainment,1.0,Low,7.0,Cat_2,B
466083,Female,No,21,No,Marketing,2.0,Low,2.0,Cat_3,D
460659,Female,Yes,47,Yes,Marketing,,Average,3.0,Cat_6,A
459631,Male,,53,Yes,Executive,,High,3.0,Cat_6,D
467225,Female,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
464277,Male,No,25,Yes,Artist,2.0,Low,1.0,Cat_6,A
462155,Female,Yes,57,Yes,Artist,,High,3.0,Cat_6,C
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,B
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_4,B
464088,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,D
461021,Female,,58,No,Executive,1.0,Average,3.0,Cat_3,B
462519,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_4,D
463016,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_6,B
463834,Female,Yes,41,Yes,Engineer,1.0,Average,4.0,Cat_6,C
461675,Male,No,61,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
466014,Female,Yes,47,No,Engineer,0.0,High,2.0,Cat_4,A
467295,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
464295,Female,No,30,No,Healthcare,7.0,Low,6.0,Cat_4,C
458986,Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_6,D
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,D
461066,Female,Yes,63,No,Marketing,,Average,3.0,Cat_3,A
461687,Female,Yes,77,Yes,Artist,0.0,High,2.0,Cat_6,B
459508,Female,No,23,No,Healthcare,,Low,3.0,Cat_6,D
462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,B
463448,Male,Yes,40,Yes,Artist,8.0,Average,2.0,Cat_6,B
464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,A
466009,Female,No,32,No,,10.0,Low,5.0,Cat_6,C
465561,Male,Yes,25,No,Artist,1.0,Average,4.0,Cat_4,B
463698,Female,Yes,53,No,Engineer,0.0,Average,2.0,Cat_6,B
466671,Female,,33,No,Healthcare,2.0,Low,3.0,Cat_2,C
467529,Male,Yes,47,Yes,Artist,,Average,2.0,Cat_6,B
467511,Male,Yes,57,Yes,Entertainment,,Low,1.0,Cat_6,A
467023,Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,A
462039,Male,No,21,No,Healthcare,1.0,Low,2.0,Cat_2,D
466092,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
467371,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,B
462907,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_6,D
462007,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C
463321,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_1,D
462733,Male,Yes,55,No,Artist,0.0,Average,2.0,Cat_6,C
460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
463872,Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,A
465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
459142,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
459981,Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,A
465940,Female,No,53,Yes,Artist,0.0,Low,2.0,,A
460738,Female,No,49,No,Engineer,1.0,Low,,Cat_7,A
465617,Male,No,40,Yes,Doctor,9.0,Low,,Cat_6,C
462021,Male,Yes,35,No,Engineer,1.0,Low,6.0,Cat_6,A
460112,Male,Yes,28,Yes,Engineer,9.0,Average,2.0,Cat_3,C
461691,Male,No,31,Yes,Healthcare,3.0,Low,4.0,Cat_1,D
459158,Male,No,36,No,Engineer,3.0,Low,3.0,Cat_6,D
460219,Female,Yes,51,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
465395,Female,Yes,43,No,Engineer,0.0,Average,5.0,Cat_4,B
463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B
467659,Male,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
462600,Male,Yes,30,No,Engineer,3.0,Average,3.0,Cat_4,D
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,Cat_6,B
467503,Female,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,C
459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
462382,Male,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
462432,Male,Yes,37,Yes,Executive,1.0,Average,2.0,Cat_6,B
463028,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_6,D
461513,Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,B
459516,Female,,63,Yes,Artist,,Average,2.0,Cat_6,C
464347,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
466773,Female,Yes,37,Yes,,0.0,Low,,Cat_6,C
464302,Female,Yes,50,Yes,Doctor,1.0,Low,3.0,Cat_6,B
467211,Female,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
463654,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D
460937,Male,Yes,43,No,Artist,1.0,High,9.0,Cat_4,B
464922,Female,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,D
462062,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_7,D
464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_6,C
463874,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_3,D
459749,Male,Yes,59,Yes,Entertainment,,Low,4.0,Cat_4,A
462176,Male,Yes,29,No,Executive,0.0,Average,2.0,,D
459972,Male,No,35,Yes,Artist,5.0,Low,2.0,Cat_6,A
466964,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4,C
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
467327,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
466470,Male,Yes,67,Yes,Homemaker,1.0,Average,2.0,Cat_2,B
461610,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6,B
461065,Male,Yes,61,Yes,Executive,,Low,6.0,Cat_3,B
466837,Female,No,38,Yes,Marketing,9.0,Low,4.0,Cat_5,D
459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
467415,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
465927,Female,No,25,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
465212,Male,Yes,46,Yes,Executive,,High,4.0,Cat_3,B
460150,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_4,D
465740,Female,No,68,Yes,Doctor,1.0,Low,1.0,Cat_6,A
465290,Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6,B
466684,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1,C
461425,Male,Yes,52,Yes,Artist,,Low,4.0,Cat_6,A
464429,Female,No,33,Yes,Healthcare,0.0,Low,,Cat_6,B
464944,Female,Yes,37,Yes,Entertainment,0.0,Low,2.0,Cat_4,B
459810,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D
463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
459820,Female,Yes,73,Yes,Artist,,Average,3.0,Cat_3,C
464365,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
460755,Male,No,33,Yes,Artist,0.0,Low,1.0,Cat_6,D
464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
459332,Female,Yes,72,Yes,Homemaker,1.0,Low,,Cat_6,B
460455,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,B
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
464241,Female,Yes,89,,Artist,1.0,High,2.0,Cat_6,C
460009,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,B
465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,B
462287,Female,Yes,73,Yes,Artist,,Average,2.0,Cat_6,C
466246,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,D
459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,A
467235,Female,No,31,Yes,Artist,0.0,Low,2.0,Cat_5,D
465092,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6,C
467333,Female,Yes,58,Yes,Artist,,Average,6.0,Cat_2,C
460519,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_3,C
467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6,B
465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
467925,Female,No,28,Yes,Artist,3.0,Low,7.0,Cat_2,A
466913,Male,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
460493,Male,No,42,Yes,Entertainment,2.0,Low,1.0,Cat_3,B
465665,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
467843,Female,No,23,No,Healthcare,,Low,4.0,Cat_6,D
464227,Male,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466011,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_4,B
465972,Female,No,47,Yes,Marketing,9.0,Low,1.0,Cat_6,D
460606,Male,No,20,No,Healthcare,,Low,5.0,Cat_7,D
459704,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
460767,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
462775,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,D
459604,Female,No,21,No,Healthcare,0.0,Low,7.0,Cat_3,D
466567,Female,No,49,Yes,,1.0,Low,1.0,Cat_6,D
466068,Female,Yes,53,Yes,Artist,2.0,Low,1.0,Cat_6,C
461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0,Cat_6,B
463885,Male,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_4,A
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
464802,Male,No,40,No,Entertainment,1.0,Low,1.0,Cat_4,A
462789,Female,No,19,No,Healthcare,,Low,6.0,Cat_3,D
466397,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,D
466275,Male,Yes,84,No,Lawyer,,Low,,Cat_6,D
463979,Female,Yes,48,Yes,Homemaker,1.0,High,2.0,Cat_2,C
461273,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,B
460502,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,B
464025,Male,No,19,No,Healthcare,1.0,Low,6.0,Cat_6,D
459891,Male,Yes,49,Yes,Doctor,,Average,2.0,Cat_1,A
466809,Female,Yes,33,Yes,Entertainment,0.0,Low,5.0,Cat_6,B
465010,Female,No,42,Yes,Marketing,,Low,3.0,Cat_6,D
462559,Female,Yes,47,Yes,Engineer,9.0,Average,4.0,Cat_2,C
466963,Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,A
460888,Male,Yes,42,No,Homemaker,8.0,Low,1.0,Cat_6,A
462620,Male,Yes,40,No,Engineer,6.0,Average,5.0,Cat_4,D
465888,Male,Yes,37,Yes,Doctor,8.0,Average,2.0,Cat_6,A
461956,Female,No,31,Yes,Artist,2.0,Low,,Cat_6,A
467200,Female,No,75,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
462114,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
459771,Female,,30,Yes,Doctor,0.0,Low,3.0,Cat_3,A
466756,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C
459656,Male,No,22,No,,,Low,6.0,Cat_1,D
466080,Male,,33,No,Marketing,1.0,High,1.0,Cat_6,D
464899,Female,No,22,,Healthcare,8.0,Low,5.0,Cat_4,D
466826,Male,Yes,43,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
463894,Female,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_2,C
459986,Male,Yes,60,Yes,Artist,0.0,Low,1.0,Cat_6,B
463252,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,B
463744,Female,No,27,Yes,Artist,1.0,Low,6.0,Cat_6,C
459796,Male,Yes,66,Yes,Artist,,Average,3.0,Cat_6,C
459958,Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,Cat_6,C
465366,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,B
461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
463451,Female,No,30,No,Doctor,0.0,Low,4.0,Cat_6,D
462487,Male,Yes,61,Yes,Entertainment,2.0,Average,4.0,Cat_6,C
466239,Male,Yes,69,Yes,Executive,0.0,Low,2.0,Cat_4,B
465308,Female,No,22,No,Doctor,1.0,Low,4.0,Cat_7,B
466718,Male,Yes,66,,Executive,0.0,High,2.0,Cat_6,B
463058,Female,No,28,Yes,Homemaker,11.0,Low,1.0,,D
465375,Female,No,50,Yes,Engineer,1.0,Low,1.0,Cat_6,B
465376,Female,No,30,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
463180,Male,Yes,36,Yes,Artist,0.0,Low,3.0,Cat_3,C
467854,Male,No,28,Yes,Artist,9.0,Low,2.0,Cat_6,A
462439,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
460497,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3,D
459489,Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,B
466828,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,B
463817,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
461665,Male,Yes,61,Yes,Entertainment,4.0,Average,2.0,Cat_5,B
459382,Female,No,41,Yes,Engineer,,Low,1.0,Cat_6,A
466506,Male,Yes,50,,Artist,1.0,Average,4.0,Cat_6,A
459705,Male,Yes,25,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
463756,Male,Yes,68,No,Executive,1.0,Average,2.0,Cat_6,B
461039,Female,Yes,27,No,Engineer,1.0,Average,9.0,Cat_3,D
463975,Female,No,30,No,Healthcare,8.0,Low,4.0,Cat_4,B
462722,Female,No,27,No,Homemaker,,Low,4.0,Cat_6,C
461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,B
461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,D
465211,Male,No,43,No,Artist,6.0,Low,2.0,Cat_6,B
461227,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
460976,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
463306,Female,Yes,60,Yes,Engineer,1.0,High,4.0,Cat_3,B
466278,Female,No,31,No,,0.0,Low,2.0,Cat_3,A
465248,Female,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,D
461443,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C
459808,Male,Yes,38,No,Doctor,,Average,4.0,Cat_6,B
463163,Male,No,26,No,Executive,2.0,Low,2.0,Cat_3,D
464299,Female,No,35,Yes,Artist,12.0,Low,3.0,Cat_6,A
466769,Female,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
463987,Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,B
460793,Female,Yes,28,No,Artist,,Low,3.0,Cat_3,B
466371,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,D
466295,Female,Yes,42,No,Engineer,0.0,Low,,Cat_6,A
459563,Male,Yes,72,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
462150,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,C
462681,Female,Yes,59,Yes,Entertainment,7.0,Average,2.0,Cat_6,B
465554,Female,No,85,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
464285,Female,No,25,Yes,Artist,9.0,Low,1.0,Cat_6,B
466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0,Cat_6,A
466101,Female,No,22,No,Healthcare,0.0,Low,7.0,Cat_6,D
460462,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_3,B
464001,Male,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
461833,Female,No,27,Yes,Healthcare,5.0,Low,,Cat_6,C
463302,Female,Yes,58,Yes,Engineer,,High,4.0,Cat_6,B
461207,Female,No,60,Yes,Artist,6.0,Low,1.0,Cat_6,B
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
466782,Male,No,19,No,,9.0,Low,3.0,Cat_4,D
467339,Male,,55,Yes,Artist,1.0,Average,3.0,Cat_6,B
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
460140,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,B
466133,Female,No,21,No,Healthcare,7.0,Low,5.0,Cat_2,D
463162,Male,Yes,38,Yes,Executive,0.0,High,6.0,Cat_6,A
459122,Female,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6,C
459606,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,C
467388,Male,No,35,,,0.0,Low,,Cat_6,D
460769,Female,Yes,76,No,Lawyer,1.0,High,2.0,Cat_6,B
459390,Female,No,41,No,Artist,,Low,2.0,Cat_6,B
465762,Female,No,36,No,Engineer,9.0,Low,,Cat_4,D
462191,Female,No,22,No,Doctor,3.0,Low,2.0,Cat_4,B
461869,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
465905,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,A
464969,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4,A
462269,Male,Yes,83,Yes,Artist,2.0,High,2.0,Cat_6,A
467107,Male,Yes,36,Yes,Engineer,1.0,Average,3.0,Cat_4,B
464596,Female,Yes,35,Yes,Executive,0.0,Low,2.0,Cat_6,B
463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A
465495,Male,Yes,29,Yes,Engineer,5.0,Low,2.0,Cat_4,A
463156,Female,Yes,79,No,Lawyer,,High,2.0,Cat_6,A
465857,Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,B
459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6,B
465311,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
467429,Female,Yes,42,Yes,Artist,1.0,Low,,Cat_6,B
463628,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6,A
459138,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
464803,Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4,A
467423,Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
460790,Female,Yes,42,Yes,Artist,0.0,High,2.0,Cat_2,C
461087,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,A
466171,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C
462670,Male,Yes,89,Yes,Doctor,,Low,1.0,Cat_6,A
